"Apartamento para alugar em Tijuca, Rio de Janeiro",R$ 2.300/mêsCond. R$ 1.200 • IPTU R$ 202Preço abaixo do mercado,Tamanho do imóvel 92 m²,Quantidade de quartos 2,Quantidade de banheiros 3,Quantidade de vagas de garagem 2,https://www.zapimoveis.com.br/imovel/aluguel-apartamento-2-quartos-com-churrasqueira-tijuca-rio-de-janeiro-92m2-id-2823738452/?source=ranking%2Crp
"Apartamento para alugar em Pechincha, Rio de Janeiro",R$ 1.400/mêsCond. R$ 720 • IPTU R$ 132Preço abaixo do mercado,Tamanho do imóvel 100 m²,Quantidade de quartos 3,Quantidade de banheiros 2,Quantidade de vagas de garagem 2,https://www.zapimoveis.com.br/imovel/aluguel-apartamento-3-quartos-com-elevador-pechincha-rio-de-janeiro-100m2-id-2824949622/?source=ranking%2Crp
"Apartamento para alugar em Freguesia (Jacarepaguá), Rio de Janeiro",R$ 2.290/mêsCond. R$ 1.100 • IPTU R$ 180,Tamanho do imóvel 70 m²,Quantidade de quartos 2,Quantidade de banheiros 2,Quantidade de vagas de garagem 2,https://www.zapimoveis.com.br/imovel/aluguel-apartamento-2-quartos-freguesia-jacarepagua-rio-de-janeiro-70m2-id-2536569397/?source=ranking%2Crp
"Apartamento para alugar em Praça da Bandeira, Rio de Janeiro",R$ 2.200/mêsCond. R$ 950 • IPTU R$ 119,Tamanho do imóvel 143 m²,Quantidade de quartos 3,Quantidade de banheiros 2,Quantidade de vagas de garagem 1,https://www.zapimoveis.com.br/imovel/aluguel-apartamento-3-quartos-praca-da-bandeira-rio-de-janeiro-143m2-id-2824738615/?source=ranking%2Crp
"Apartamento para alugar em Barra da Tijuca, Rio de Janeiro",R$ 5.000/mêsCond. R$ 1.221 • IPTU R$ 254,Tamanho do imóvel 84 m²,Quantidade de quartos 2,Quantidade de banheiros 3,Quantidade de vagas de garagem 1,https://www.zapimoveis.com.br/imovel/aluguel-apartamento-2-quartos-com-piscina-barra-da-tijuca-rio-de-janeiro-84m2-id-2824986147/?source=ranking%2Crp
"Apartamento para alugar em Leblon, Rio de Janeiro",R$ 6.000/mêsCond. R$ 1.052 • IPTU R$ 328,Tamanho do imóvel 66 m²,Quantidade de quartos 2,Quantidade de banheiros 1,NA,https://www.zapimoveis.com.br/imovel/aluguel-apartamento-2-quartos-mobiliado-leblon-rio-de-janeiro-66m2-id-2824951924/?source=ranking%2Crp
"Apartamento para alugar em Vila Valqueire, Rio de Janeiro",R$ 1.800/mêsCond. R$ 450 • IPTU R$ 208Preço abaixo do mercado,Tamanho do imóvel 126 m²,Quantidade de quartos 2,Quantidade de banheiros 2,Quantidade de vagas de garagem 1,
"Apartamento para alugar em Flamengo, Rio de Janeiro",R$ 3.500/mêsCond. R$ 924 • IPTU R$ 280Preço abaixo do mercado,Tamanho do imóvel 90 m²,Quantidade de quartos 2,Quantidade de banheiros 1,NA,https://www.zapimoveis.com.br/imovel/aluguel-apartamento-2-quartos-flamengo-rio-de-janeiro-90m2-id-2824946951/?source=ranking%2Crp
"Apartamento para alugar em Copacabana, Rio de Janeiro",R$ 3.500/mêsCond. R$ 1.600 • IPTU R$ 325,Tamanho do imóvel 70 m²,Quantidade de quartos 2,Quantidade de banheiros 1,NA,https://www.zapimoveis.com.br/imovel/aluguel-apartamento-2-quartos-copacabana-rio-de-janeiro-70m2-id-2824971409/?source=ranking%2Crp
"Apartamento para alugar em Recreio dos Bandeirantes, Rio de Janeiro",R$ 4.450/mêsCond. R$ 890 • IPTU R$ 289,Tamanho do imóvel 110 m²,Quantidade de quartos 3,Quantidade de banheiros 2,Quantidade de vagas de garagem 2,https://www.zapimoveis.com.br/imovel/aluguel-apartamento-3-quartos-com-varanda-recreio-dos-bandeirantes-rio-de-janeiro-110m2-id-2824893843/?source=ranking%2Crp
"Apartamento para alugar em Recreio dos Bandeirantes, Rio de Janeiro",R$ 3.380/mêsCond. R$ 1.394 • IPTU R$ 251,Tamanho do imóvel 88 m²,Quantidade de quartos 3,Quantidade de banheiros 3,Quantidade de vagas de garagem 2,https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-com-elevador-recreio-dos-bandeirantes-rio-de-janeiro-88m2-id-2824953640/?source=ranking%2Crp
"Apartamento para alugar em Brás de Pina, Rio de Janeiro",R$ 1.600/mês,Tamanho do imóvel 65 m²,Quantidade de quartos 2,Quantidade de banheiros 2,NA,https://www.zapimoveis.com.br/imovel/aluguel-apartamento-2-quartos-bras-de-pina-rio-de-janeiro-65m2-id-2824946417/?source=ranking%2Crp
"Apartamento para alugar em Tanque, Rio de Janeiro",R$ 2.300/mêsCond. R$ 651 • IPTU R$ 79,Tamanho do imóvel 61 m²,Quantidade de quartos 2,Quantidade de banheiros 2,Quantidade de vagas de garagem 1,https://www.zapimoveis.com.br/imovel/aluguel-apartamento-2-quartos-com-piscina-tanque-rio-de-janeiro-61m2-id-2824651917/?source=ranking%2Crp
"Apartamento para alugar em Barra da Tijuca, Rio de Janeiro",R$ 3.500/mêsCond. R$ 1.500 • IPTU R$ 300,Tamanho do imóvel 72 m²,Quantidade de quartos 2,Quantidade de banheiros 2,Quantidade de vagas de garagem 1,https://www.zapimoveis.com.br/imovel/aluguel-apartamento-2-quartos-mobiliado-barra-da-tijuca-rio-de-janeiro-72m2-id-2824870913/?source=ranking%2Crp
"Apartamento para alugar em Barra da Tijuca, Rio de Janeiro",R$ 8.300/mêsCond. R$ 2.100 • IPTU R$ 360,Tamanho do imóvel 100 m²,Quantidade de quartos 3,Quantidade de banheiros 2,Quantidade de vagas de garagem 1,https://www.zapimoveis.com.br/imovel/aluguel-apartamento-3-quartos-mobiliado-barra-da-tijuca-zona-oeste-rio-de-janeiro-rj-100m2-id-2823474556/?source=ranking%2Crp
"Apartamento para alugar em Barra Olímpica, Rio de Janeiro",R$ 5.300/mêsCond. R$ 1.700 • IPTU R$ 300,Tamanho do imóvel 99 m²,Quantidade de quartos 3,Quantidade de banheiros 3,Quantidade de vagas de garagem 1,https://www.zapimoveis.com.br/imovel/aluguel-apartamento-3-quartos-com-piscina-barra-olimpica-zona-oeste-rio-de-janeiro-rj-99m2-id-2814801556/?source=ranking%2Crp
"Apartamento para alugar em Jardim Botânico, Rio de Janeiro",R$ 5.750/mêsCond. R$ 1.390 • IPTU R$ 359,Tamanho do imóvel 98 m²,Quantidade de quartos 3,Quantidade de banheiros 2,NA,https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-jardim-botanico-zona-sul-rio-de-janeiro-rj-98m2-id-2820331657/?source=ranking%2Crp
"Cobertura para alugar em Tijuca, Rio de Janeiro",R$ 4.000/mêsCond. R$ 1.370 • IPTU R$ 527Preço abaixo do mercado,Tamanho do imóvel 162 m²,Quantidade de quartos 3,Quantidade de banheiros 2,Quantidade de vagas de garagem 2,https://www.zapimoveis.com.br/imovel/venda-cobertura-3-quartos-com-academia-tijuca-rio-de-janeiro-162m2-id-2753217819/?source=ranking%2Crp
"Apartamento para alugar em Recreio dos Bandeirantes, Rio de Janeiro",R$ 3.500/mêsCond. R$ 934 • IPTU R$ 324,Tamanho do imóvel 98 m²,Quantidade de quartos 3,Quantidade de banheiros 2,Quantidade de vagas de garagem 2,https://www.zapimoveis.com.br/imovel/aluguel-apartamento-3-quartos-com-blindex-recreio-dos-bandeirantes-rio-de-janeiro-98m2-id-2824978567/?source=ranking%2Crp
"Apartamento para alugar em Vargem Pequena, Rio de Janeiro",R$ 2.600/mêsCond. R$ 560 • IPTU R$ 73,Tamanho do imóvel 67 m²,Quantidade de quartos 2,Quantidade de banheiros 1,Quantidade de vagas de garagem 1,https://www.zapimoveis.com.br/imovel/aluguel-apartamento-2-quartos-vargem-pequena-rio-de-janeiro-67m2-id-2824911480/?source=ranking%2Crp
"Apartamento para alugar em Pechincha, Rio de Janeiro",R$ 1.650/mêsCond. R$ 927 • IPTU R$ 77Preço abaixo do mercado,Tamanho do imóvel 88 m²,Quantidade de quartos 2,Quantidade de banheiros 1,Quantidade de vagas de garagem 1,
"Apartamento para alugar em Barra da Tijuca, Rio de Janeiro",R$ 3.500/mêsCond. R$ 1.300 • IPTU R$ 255Preço abaixo do mercado,Tamanho do imóvel 77 m²,Quantidade de quartos 2,Quantidade de banheiros 2,Quantidade de vagas de garagem 1,https://www.zapimoveis.com.br/imovel/aluguel-apartamento-2-quartos-com-piscina-barra-da-tijuca-rio-de-janeiro-77m2-id-2824955419/?source=ranking%2Crp
"Apartamento para alugar em Recreio dos Bandeirantes, Rio de Janeiro",R$ 4.000/mêsCond. R$ 1.123 • IPTU R$ 341,Tamanho do imóvel 109 m²,Quantidade de quartos 2,Quantidade de banheiros 2,Quantidade de vagas de garagem 2,https://www.zapimoveis.com.br/imovel/aluguel-apartamento-2-quartos-com-piscina-recreio-dos-bandeirantes-rio-de-janeiro-109m2-id-2824213840/?source=ranking%2Crp
"Apartamento para alugar em Engenho de Dentro, Rio de Janeiro",R$ 1.650/mêsCond. R$ 860,Tamanho do imóvel 60 m²,Quantidade de quartos 2,Quantidade de banheiros 1,Quantidade de vagas de garagem 1,
"Apartamento para alugar em Anil, Rio de Janeiro",R$ 2.500/mêsCond. R$ 800 • IPTU R$ 60,Tamanho do imóvel 70 m²,Quantidade de quartos 3,Quantidade de banheiros 2,Quantidade de vagas de garagem 1,https://www.zapimoveis.com.br/imovel/aluguel-apartamento-3-quartos-com-piscina-anil-rio-de-janeiro-70m2-id-2824893850/?source=ranking%2Crp
"Apartamento para alugar em Maracanã, Rio de Janeiro",R$ 2.500/mêsCond. R$ 818 • IPTU R$ 89,Tamanho do imóvel 60 m²,Quantidade de quartos 1,Quantidade de banheiros 2,Quantidade de vagas de garagem 1,https://www.zapimoveis.com.br/imovel/aluguel-apartamento-1-quarto-com-cozinha-maracana-rio-de-janeiro-60m2-id-2824854614/?source=ranking%2Crp
"Apartamento para alugar em Pechincha, Rio de Janeiro",R$ 2.550/mêsCond. R$ 911 • IPTU R$ 199,Tamanho do imóvel 70 m²,Quantidade de quartos 2,Quantidade de banheiros 1,Quantidade de vagas de garagem 1,https://www.zapimoveis.com.br/imovel/aluguel-apartamento-2-quartos-com-piscina-pechincha-rio-de-janeiro-70m2-id-2824953892/?source=ranking%2Crp
"Apartamento para alugar em Campo Grande, Rio de Janeiro",R$ 700/mêsCond. R$ 360,Tamanho do imóvel 50 m²,Quantidade de quartos 2,Quantidade de banheiros 1,Quantidade de vagas de garagem 1,https://www.zapimoveis.com.br/imovel/aluguel-apartamento-2-quartos-campo-grande-rio-de-janeiro-50m2-id-2824815328/?source=ranking%2Crp
"Apartamento para alugar em Recreio dos Bandeirantes, Rio de Janeiro",R$ 3.000/mêsCond. R$ 848 • IPTU R$ 303Preço abaixo do mercado,Tamanho do imóvel 80 m²,Quantidade de quartos 2,Quantidade de banheiros 2,Quantidade de vagas de garagem 1,https://www.zapimoveis.com.br/imovel/aluguel-apartamento-2-quartos-com-piscina-recreio-dos-bandeirantes-rio-de-janeiro-80m2-id-2824814462/?source=ranking%2Crp
"Apartamento para alugar em Barra da Tijuca, Rio de Janeiro",R$ 4.500/mêsCond. R$ 1.407 • IPTU R$ 270,Tamanho do imóvel 60 m²,Quantidade de quartos 2,Quantidade de banheiros 2,Quantidade de vagas de garagem 1,https://www.zapimoveis.com.br/imovel/aluguel-apartamento-2-quartos-com-piscina-barra-da-tijuca-rio-de-janeiro-60m2-id-2824844221/?source=ranking%2Crp
"Apartamento para alugar em Vila da Penha, Rio de Janeiro",R$ 1.600/mêsCond. R$ 300,Tamanho do imóvel 50 m²,Quantidade de quartos 2,Quantidade de banheiros 1,NA,https://www.zapimoveis.com.br/imovel/aluguel-apartamento-2-quartos-com-cozinha-vila-da-penha-rio-de-janeiro-50m2-id-2824832040/?source=ranking%2Crp
"Apartamento para alugar em Jardim Carioca, Rio de Janeiro",R$ 1.850/mêsCond. R$ 600,Tamanho do imóvel 60 m²,Quantidade de quartos 2,Quantidade de banheiros 1,Quantidade de vagas de garagem 1,https://www.zapimoveis.com.br/imovel/aluguel-apartamento-2-quartos-com-churrasqueira-jardim-carioca-rio-de-janeiro-60m2-id-2824976377/?source=ranking%2Crp
"Apartamento para alugar em Copacabana, Rio de Janeiro",R$ 5.500/mêsCond. R$ 734 • IPTU R$ 100,Tamanho do imóvel 52 m²,Quantidade de quartos 1,Quantidade de banheiros 2,NA,https://www.zapimoveis.com.br/imovel/aluguel-apartamento-1-quarto-mobiliado-copacabana-rio-de-janeiro-52m2-id-2824917227/?source=ranking%2Crp
"Apartamento para alugar em Recreio dos Bandeirantes, Rio de Janeiro",R$ 3.500/mêsCond. R$ 1.137 • IPTU R$ 236,Tamanho do imóvel 75 m²,Quantidade de quartos 2,Quantidade de banheiros 2,Quantidade de vagas de garagem 1,https://www.zapimoveis.com.br/imovel/aluguel-apartamento-2-quartos-mobiliado-recreio-dos-bandeirantes-rio-de-janeiro-75m2-id-2824786931/?source=ranking%2Crp
"Apartamento para alugar em Botafogo, Rio de Janeiro",R$ 4.500/mêsCond. R$ 1.700 • IPTU R$ 131,Tamanho do imóvel 90 m²,Quantidade de quartos 3,Quantidade de banheiros 3,Quantidade de vagas de garagem 1,
"Apartamento para alugar em Anil, Rio de Janeiro",R$ 1.700/mêsCond. R$ 500,Tamanho do imóvel 47 m²,Quantidade de quartos 2,Quantidade de banheiros 1,NA,https://www.zapimoveis.com.br/imovel/aluguel-apartamento-2-quartos-anil-rio-de-janeiro-47m2-id-2824986153/?source=ranking%2Crp
"Apartamento para alugar em Taquara, Rio de Janeiro",R$ 2.200/mêsCond. R$ 600 • IPTU R$ 115,Tamanho do imóvel 60 m²,Quantidade de quartos 3,Quantidade de banheiros 2,Quantidade de vagas de garagem 1,https://www.zapimoveis.com.br/imovel/aluguel-apartamento-3-quartos-com-piscina-taquara-rio-de-janeiro-60m2-id-2824950129/?source=ranking%2Crp
"Apartamento para alugar em Barra da Tijuca, Rio de Janeiro",R$ 9.000/mêsCond. R$ 1.400 • IPTU R$ 715,Tamanho do imóvel 123 m²,Quantidade de quartos 3,Quantidade de banheiros 3,Quantidade de vagas de garagem 2,https://www.zapimoveis.com.br/imovel/aluguel-apartamento-3-quartos-com-cozinha-americana-barra-da-tijuca-rio-de-janeiro-123m2-id-2824969154/?source=ranking%2Crp
"Apartamento para alugar em Taquara, Rio de Janeiro",R$ 1.600/mêsCond. R$ 458 • IPTU R$ 80,Tamanho do imóvel 60 m²,Quantidade de quartos 3,Quantidade de banheiros 1,Quantidade de vagas de garagem 1,https://www.zapimoveis.com.br/imovel/aluguel-apartamento-3-quartos-com-piscina-taquara-rio-de-janeiro-60m2-id-2824864112/?source=ranking%2Crp
"Apartamento para alugar em Recreio dos Bandeirantes, Rio de Janeiro",R$ 4.000/mêsCond. R$ 1.123 • IPTU R$ 341,Tamanho do imóvel 109 m²,Quantidade de quartos 2-3,Quantidade de banheiros 3,Quantidade de vagas de garagem 2,
"Apartamento para alugar em São Cristóvão, Rio de Janeiro",R$ 2.100/mêsCond. R$ 748 • IPTU R$ 64,Tamanho do imóvel 58 m²,Quantidade de quartos 2,Quantidade de banheiros 2,Quantidade de vagas de garagem 1,https://www.zapimoveis.com.br/imovel/aluguel-apartamento-2-quartos-com-piscina-sao-cristovao-rio-de-janeiro-58m2-id-2824951744/?source=ranking%2Crp
"Apartamento para alugar em Méier, Rio de Janeiro",R$ 1.400/mêsCond. R$ 566 • IPTU R$ 70,Tamanho do imóvel 69 m²,Quantidade de quartos 2,Quantidade de banheiros 1,NA,https://www.zapimoveis.com.br/imovel/aluguel-apartamento-2-quartos-com-cozinha-meier-rio-de-janeiro-69m2-id-2824861526/?source=ranking%2Crp
"Apartamento para alugar em Barra da Tijuca, Rio de Janeiro",R$ 6.900/mêsCond. R$ 1.821 • IPTU R$ 335,Tamanho do imóvel 96 m²,Quantidade de quartos 2,Quantidade de banheiros 2,Quantidade de vagas de garagem 1,https://www.zapimoveis.com.br/imovel/aluguel-apartamento-2-quartos-com-academia-barra-da-tijuca-rio-de-janeiro-96m2-id-2824906027/?source=ranking%2Crp
"Apartamento para alugar em Barra da Tijuca, Rio de Janeiro",R$ 20.000/mêsCond. R$ 3.500 • IPTU R$ 800,Tamanho do imóvel 233 m²,Quantidade de quartos 4,Quantidade de banheiros 3,Quantidade de vagas de garagem 3,https://www.zapimoveis.com.br/imovel/aluguel-apartamento-4-quartos-mobiliado-barra-da-tijuca-rio-de-janeiro-233m2-id-2823770138/?source=ranking%2Crp
"Apartamento para alugar em Leblon, Rio de Janeiro",R$ 20.000/mêsCond. R$ 4.325 • IPTU R$ 15.753,Tamanho do imóvel 138 m²,Quantidade de quartos 4,Quantidade de banheiros 3,Quantidade de vagas de garagem 2,https://www.zapimoveis.com.br/imovel/venda-apartamento-4-quartos-com-armario-embutido-leblon-zona-sul-rio-de-janeiro-rj-138m2-id-2782540715/?source=ranking%2Crp
"Apartamento para alugar em Barra da Tijuca, Rio de Janeiro",R$ 3.500/mêsCond. R$ 1.960 • IPTU R$ 228Preço abaixo do mercado,Tamanho do imóvel 68 m²,Quantidade de quartos 2,Quantidade de banheiros 2,Quantidade de vagas de garagem 1,https://www.zapimoveis.com.br/imovel/aluguel-apartamento-2-quartos-com-piscina-barra-da-tijuca-zona-oeste-rio-de-janeiro-rj-68m2-id-2816034215/?source=ranking%2Crp
"Apartamento para alugar em Barra da Tijuca, Rio de Janeiro",R$ 8.000/mêsCond. R$ 2.450 • IPTU R$ 460,Tamanho do imóvel 120 m²,Quantidade de quartos 3,Quantidade de banheiros 4,Quantidade de vagas de garagem 2,https://www.zapimoveis.com.br/imovel/aluguel-apartamento-3-quartos-mobiliado-barra-da-tijuca-zona-oeste-rio-de-janeiro-rj-120m2-id-2787466047/?source=ranking%2Crp
"Apartamento para alugar em Portuguesa, Rio de Janeiro",R$ 1.500/mêsCond. R$ 520 • IPTU R$ 78,Tamanho do imóvel 55 m²,Quantidade de quartos 2,Quantidade de banheiros 1,Quantidade de vagas de garagem 1,https://www.zapimoveis.com.br/imovel/aluguel-apartamento-2-quartos-portuguesa-rio-de-janeiro-55m2-id-2824952525/?source=ranking%2Crp
"Apartamento para alugar em Barra Olímpica, Rio de Janeiro",R$ 3.500/mêsCond. R$ 800 • IPTU R$ 1.500Preço abaixo do mercado,Tamanho do imóvel 72 m²,Quantidade de quartos 2,Quantidade de banheiros 2,Quantidade de vagas de garagem 1,https://www.zapimoveis.com.br/imovel/aluguel-apartamento-2-quartos-com-piscina-barra-olimpica-rio-de-janeiro-72m2-id-2824957159/?source=ranking%2Crp
"Apartamento para alugar em Parada de Lucas, Rio de Janeiro",R$ 1.100/mêsCond. R$ 400,Tamanho do imóvel 50 m²,Quantidade de quartos 3,Quantidade de banheiros 1,Quantidade de vagas de garagem 1,https://www.zapimoveis.com.br/imovel/aluguel-apartamento-3-quartos-com-piscina-parada-de-lucas-rio-de-janeiro-50m2-id-2824607731/?source=ranking%2Crp
"Apartamento para alugar em Recreio dos Bandeirantes, Rio de Janeiro",R$ 4.500/mêsCond. R$ 800,Tamanho do imóvel 70 m²,Quantidade de quartos 2,Quantidade de banheiros 2,Quantidade de vagas de garagem 1,https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-com-piscina-recreio-dos-bandeirantes-rio-de-janeiro-70m2-id-2824809636/?source=ranking%2Crp
"Apartamento para alugar em Freguesia (Jacarepaguá), Rio de Janeiro",R$ 2.590/mêsCond. R$ 1.300 • IPTU R$ 300Preço abaixo do mercado,Tamanho do imóvel 160 m²,Quantidade de quartos 2,Quantidade de banheiros 2,Quantidade de vagas de garagem 2,https://www.zapimoveis.com.br/imovel/aluguel-apartamento-2-quartos-freguesia-jacarepagua-rio-de-janeiro-160m2-id-2683334299/?source=ranking%2Crp
"Apartamento para alugar em Urca, Rio de Janeiro",R$ 2.700/mêsCond. R$ 700 • IPTU R$ 117,Tamanho do imóvel 40 m²,Quantidade de quartos 1,Quantidade de banheiros 1,NA,https://www.zapimoveis.com.br/imovel/aluguel-apartamento-1-quarto-urca-rio-de-janeiro-40m2-id-2824974820/?source=ranking%2Crp
"Apartamento para alugar em Copacabana, Rio de Janeiro",R$ 3.200/mêsCond. R$ 1.305 • IPTU R$ 243Preço abaixo do mercado,Tamanho do imóvel 76 m²,Quantidade de quartos 2,Quantidade de banheiros 2,Quantidade de vagas de garagem 1,https://www.zapimoveis.com.br/imovel/aluguel-apartamento-2-quartos-com-elevador-copacabana-rio-de-janeiro-76m2-id-2824892559/?source=ranking%2Crp
"Apartamento para alugar em Barra Olímpica, Rio de Janeiro",R$ 3.700/mêsCond. R$ 1.200 • IPTU R$ 240,Tamanho do imóvel 68 m²,Quantidade de quartos 2,Quantidade de banheiros 2,Quantidade de vagas de garagem 1,https://www.zapimoveis.com.br/imovel/aluguel-apartamento-2-quartos-mobiliado-barra-olimpica-rio-de-janeiro-68m2-id-2824870315/?source=ranking%2Crp
"Apartamento para alugar em Campo Grande, Rio de Janeiro",R$ 800/mêsCond. R$ 200,Tamanho do imóvel 50 m²,Quantidade de quartos 2,Quantidade de banheiros 1,Quantidade de vagas de garagem 1,https://www.zapimoveis.com.br/imovel/aluguel-apartamento-2-quartos-campo-grande-rio-de-janeiro-50m2-id-2824965629/?source=ranking%2Crp
